,Marketing_authorisation_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Pharmaceutical_form,Administration_route,Decision,Decision_date,Decision_year,Current_status,Nonclinical_abridged,Orphan_drug_status,Marketing_authorisation_holder_extracted,Drug_class,Disease_class(es),Disease_name(s),Indication_approved_extracted,Application_date,Application_year,Document_name,Indication_approved,Indication_requested,Indication_requested_extracted,Procedure_number,Referral_body,Dataset
15564,ANDA205356,COLISTIMETHATE SODIUM,COLISTIMETHATE SODIUM,XELLIA PHARMS APS,INJECTABLE,INJECTION,Approved,29.05.2015,2015.0,authorised,yes,No,Xellia,Small molecule,,,,,,,,,,,No,FDA
15565,ANDA205357,VALSARTAN,VALSARTAN,HUAREN PHARMACEUTICAL CO LTD,TABLET,ORAL,conditional marketing authorisation,01.11.2016,2016.0,None (conditional marketing authorisation),yes,No,HUAREN,Small molecule,,,,,,,,,,,No,FDA
15566,ANDA205358,ACETAZOLAMIDE SODIUM,ACETAZOLAMIDE SODIUM,ENDO OPERATIONS,INJECTABLE,INJECTION,Approved,20.06.2017,2017.0,Discontinued,yes,No,Endo,Small molecule,,,,,,,,,,,No,FDA
15567,ANDA205360,DOXERCALCIFEROL,DOXERCALCIFEROL,AVET,CAPSULE,ORAL,Approved,15.09.2020,2020.0,authorised,yes,No,Not Reported,Small molecule,,,,,,,,,,,No,FDA
15568,ANDA205363,ARIPIPRAZOLE,ARIPIPRAZOLE,PRINSTON INC,TABLET,ORAL,Approved,04.12.2017,2017.0,authorised,yes,No,Prinston,Small molecule,Mental and behavioural disorders; Diseases of the nervous system,<Schizophrenia>; <Autistic Disorder>; <Tourette Syndrome>,<Schizophrenia>; <Autistic Disorder>; <Tourette Syndrome>,,,,1 INDICATIONS AND USAGE Aripiprazole tablets are indicated for the treatment of: • Schizophrenia • Irritability Associated with Autistic Disorder • Treatment of Tourette’s Disorder Aripiprazole is an atypical antipsychotic. The oral formulation is indicated for: • Schizophrenia ( 14.1 ) • Irritability Associated with Autistic Disorder ( 14.4 ) • Treatment of Tourette’s disorder ( 14.5 ),,,,No,FDA
15569,ANDA205365,MEMANTINE HYDROCHLORIDE,MEMANTINE HYDROCHLORIDE,ANI PHARMS,capsule,ORAL,Approved,28.02.2020,2020.0,Discontinued,yes,No,ANI,Small molecule,,,,,,,,,,,No,FDA
15570,ANDA205366,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,ENDO OPERATIONS,POWDER,INTRAVENOUS,conditional marketing authorisation,07.12.2015,2015.0,Discontinued,yes,No,Endo,Peptides and proteins,,,,,,,,,,,No,FDA
15571,ANDA205367,MILNACIPRAN HYDROCHLORIDE,MILNACIPRAN HYDROCHLORIDE,MYLAN PHARMS INC,TABLET,ORAL,conditional marketing authorisation,28.12.2020,2020.0,None (conditional marketing authorisation),yes,No,Mylan,Small molecule,,,,,,,,,,,No,FDA
15572,ANDA205373,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,ENCUBE,OINTMENT,TOPICAL,Approved,13.05.2016,2016.0,authorised,yes,No,Encube,Small molecule,,,,,,,,,,,No,FDA
15573,ANDA205374,FEBUXOSTAT,FEBUXOSTAT,DR REDDYS,TABLET,ORAL,Approved,22.10.2020,2020.0,authorised,yes,No,Dr Reddys,Small molecule,,,,,,,,,,,No,FDA
15574,ANDA205375,CLOFARABINE,CLOFARABINE,DR REDDYS,SOLUTION,INTRAVENOUS,Approved,06.11.2017,2017.0,authorised,yes,No,Dr Reddys,Small molecule,Neoplasms; Diseases of the blood and blood-forming organs,<Precursor Cell Lymphoblastic Leukemia-Lymphoma>,<Precursor Cell Lymphoblastic Leukemia-Lymphoma>,,,,1 INDICATIONS AND USAGE Clofarabine injection is indicated for the treatment of pediatric patients 1 to 21 years old with relapsed or refractory acute lymphoblastic leukemia after at least two prior regimens. Clofarabine injection is a nucleoside metabolic inhibitor indicated for the treatment of pediatric patients 1 to 21 years old with relapsed or refractory acute lymphoblastic leukemia after at least two prior regimens. ( 1 ),,,,No,FDA
15575,ANDA205376,BENDAMUSTINE HYDROCHLORIDE,BENDAMUSTINE HYDROCHLORIDE,DR REDDYS,POWDER,INTRAVENOUS,Approved,07.12.2022,2022.0,authorised,yes,No,Not Reported,Small molecule,,,,,,,,,,,No,FDA
15576,ANDA205379,ESOMEPRAZOLE SODIUM,ESOMEPRAZOLE SODIUM,ACCORD HLTHCARE,INJECTABLE,INTRAVENOUS,Approved,25.09.2015,2015.0,Discontinued,yes,No,Accord,Small molecule,,,,,,,,,,,No,FDA
15577,ANDA205385,FEBUXOSTAT,FEBUXOSTAT,NORVIUM BIOSCIENCE,TABLET,ORAL,Approved,01.07.2019,2019.0,Discontinued,yes,No,Norvium,Small molecule,,,,,,,,,,,No,FDA
15578,ANDA205386,MORPHINE SULFATE,MORPHINE SULFATE,DR REDDYS LABS SA,tablet,ORAL,Approved,28.10.2016,2016.0,Discontinued,yes,No,DR REDDYS,Small molecule,,,,,,,,,,,No,FDA
15579,ANDA205390,VECURONIUM BROMIDE,VECURONIUM BROMIDE,GLAND,INJECTABLE,INJECTION,Approved,26.05.2016,2016.0,authorised,yes,No,Gland,Small molecule,Diseases of the nervous system; Diseases of the respiratory system; Diseases of the musculoskeletal system and connective tissue,Not Reported,Not Reported,,,,"INDICATIONS AND USAGE Vecuronium bromide is indicated as an adjunct to general anesthesia, to facilitate endotracheal intubation and to provide skeletal muscle relaxation during surgery or mechanical ventilation.",,,,No,FDA
15580,ANDA205391,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,AUROBINDO PHARMA,TABLET,ORAL,Approved,24.04.2017,2017.0,authorised,yes,No,Aurobindo,Small molecule,,,,,,,,,,,No,FDA
15581,ANDA205397,CLINDAMYCIN PHOSPHATE AND BENZOYL PEROXIDE,BENZOYL PEROXIDE,PADAGIS ISRAEL,GEL,TOPICAL,Approved,09.09.2019,2019.0,authorised,yes,No,PADAGIS,Small molecule,Diseases of the skin,<Acne Vulgaris>,<Acne Vulgaris>,,,,"1 INDICATIONS AND USAGE Clindamycin Phosphate and Benzoyl Peroxide Gel, 1.2%/2.5% is indicated for the topical treatment of acne vulgaris in patients 12 years or older. Clindamycin Phosphate and Benzoyl Peroxide Gel, 1.2%/2.5% is a combination of clindamycin phosphate (a lincosamide antibacterial) and benzoyl peroxide indicated for the topical treatment of acne vulgaris in patients 12 years or older.",,,,No,FDA
15582,ANDA205399,TOLTERODINE TARTRATE,TOLTERODINE TARTRATE,UNICHEM,TABLET,ORAL,Approved,05.08.2020,2020.0,authorised,yes,No,UNICHEM,Small molecule,Diseases of the genitourinary system,<Overactive Bladder>,<Overactive Bladder>,,,,"INDICATIONS AND USAGE Tolterodine tartrate tablets are indicated for the treatment of overactive bladder with symptoms of urge urinary incontinence, urgency, and frequency.",,,,No,FDA
15583,ANDA205401,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",AMPHETAMINE ASPARTATE,ANI PHARMS,capsule,ORAL,Approved,22.01.2019,2019.0,authorised,yes,No,ANI,Small molecule,,,,,,,,,,,No,FDA
15584,ANDA205404,METHOCARBAMOL,METHOCARBAMOL,SAGENT PHARMS INC,SOLUTION,intramuscular; intravenous,Approved,18.07.2017,2017.0,authorised,yes,No,Sagent,Small molecule,,,,,,,,,,,No,FDA
15585,ANDA205406,FEBUXOSTAT,FEBUXOSTAT,LUPIN LTD,TABLET,ORAL,Approved,17.01.2024,2024.0,Discontinued,yes,No,Lupin,Small molecule,,,,,,,,,,,No,FDA
15586,ANDA205407,CITALOPRAM HYDROBROMIDE,CITALOPRAM HYDROBROMIDE,JUBILANT GENERICS,TABLET,ORAL,Approved,23.12.2015,2015.0,Discontinued,yes,No,Jubilant,Small molecule,,,,,,,,,,,No,FDA
15587,ANDA205412,ABACAVIR SULFATE AND LAMIVUDINE,ABACAVIR SULFATE,HETERO LABS LTD V,TABLET,ORAL,Approved,16.04.2025,2025.0,authorised,yes,No,Hetero,Small molecule,,,,,,,,,,,No,FDA
15588,ANDA205414,FEBUXOSTAT,FEBUXOSTAT,HIKMA,TABLET,ORAL,Approved,15.10.2019,2019.0,authorised,yes,No,Hikma,Small molecule,,,,,,,,,,,No,FDA
15589,ANDA205415,PINDOLOL,PINDOLOL,NOSTRUM LABS INC,TABLET,ORAL,Approved,13.01.2016,2016.0,authorised,yes,No,Nostrum,Small molecule,Diseases of the circulatory system,<Hypertension>,<Hypertension>,,,,"INDICATIONS AND USAGE Pindolol tablets are indicated in the management of hypertension. It may be used alone or concomitantly with other antihypertensive agents, particularly with a thiazide-type diuretic.",,,,No,FDA
15590,ANDA205421,FEBUXOSTAT,FEBUXOSTAT,ALEMBIC,TABLET,ORAL,Approved,01.07.2019,2019.0,authorised,yes,No,Alembic,Small molecule,,,,,,,,,,,No,FDA
15591,ANDA205426,EVEROLIMUS,EVEROLIMUS,BRECKENRIDGE,TABLET,ORAL,Approved,05.03.2021,2021.0,authorised,yes,No,Breckenridge,Small molecule,"Neoplasms; Diseases of the genitourinary system; Diseases of the nervous system; Endocrine, nutritional, and metabolic diseases",<Renal Cell Carcinoma>; <Renal Angiomyolipoma>; <Tuberous Sclerosis Complex>; <Subependymal Giant Cell Astrocytoma>; <Breast Neoplasms>; <Neuroendocrine Tumors>; <Pancreatic Neoplasms>,<Renal Cell Carcinoma>; <Renal Angiomyolipoma>; <Tuberous Sclerosis Complex>; <Subependymal Giant Cell Astrocytoma>; <Breast Neoplasms>; <Neuroendocrine Tumors>; <Pancreatic Neoplasms>,,,,"1 INDICATIONS AND USAGE Everolimus tablets are a kinase inhibitor indicated for the treatment of: Adults with advanced renal cell carcinoma (RCC) after failure of treatment with sunitinib or sorafenib. ( 1.3 ) Adults with renal angiomyolipoma and tuberous sclerosis complex (TSC), not requiring immediate surgery. ( 1.4 ) Everolimus tablets are kinase inhibitors indicated for the treatment of adult and pediatric patients aged 1 year and older with TSC who have subependymal giant cell astrocytoma (SEGA) that requires therapeutic intervention but cannot be curatively resected. ( 1.5 ) 1.1 Hormone Receptor-Positive, HER2-Negative Breast Cancer Everolimus tablets are indicated for the treatment of postmenopausal women with advanced hormone receptor-positive, HER2-negative breast cancer in combination with exemestane, after failure of treatment with letrozole or anastrozole. 1.2 Neuroendocrine Tumors (NET) Everolimus tablets are indicated for the treatment of adult patients with progressive neuroendocrine tumors of pancreatic origin (PNET) with unresectable, locally advanced or metastatic disease. Everolimus tablets are indicated for the treatment of adult patients with progressive, well-differentiated, non-functional NET of gastrointestinal (GI) or lung origin with unresectable, locally advanced or metastatic disease. Limitations of Use: Everolimus tablets are not indicated for the treatment of patients with functional carcinoid tumors [see Clinical Studies (14.2) ] . 1.3 Renal Cell Carcinoma (RCC) Everolimus tablets are indicated for the treatment of adult patients with advanced RCC after failure of treatment with sunitinib or sorafenib. 1.4 Tuberous Sclerosis Complex (TSC)-Associated Renal Angiomyolipoma Everolimus tablets are indicated for the treatment of adult patients with renal angiomyolipoma and TSC, not requiring immediate surgery. 1.5 Tuberous Sclerosis Complex (TSC)-Associated Subependymal Giant Cell Astrocytoma (SEGA) Everolimus tablets are indicated in adult and pediatric patients aged 1 year and older with TSC for the treatment of SEGA that requires therapeutic intervention but cannot be curatively resected.",,,,No,FDA
15592,ANDA205429,DAPSONE,DAPSONE,ALVOGEN,TABLET,ORAL,Approved,07.01.2016,2016.0,Discontinued,yes,No,Alvogen,Small molecule,,,,,,,,,,,No,FDA
15593,ANDA205430,GUANFACINE HYDROCHLORIDE,GUANFACINE HYDROCHLORIDE,APOTEX,tablet,ORAL,Approved,25.07.2018,2018.0,authorised,yes,No,Apotex,Small molecule,,,,,,,,,,,No,FDA
15594,ANDA205431,CYPROHEPTADINE HYDROCHLORIDE,CYPROHEPTADINE HYDROCHLORIDE,TRIS PHARMA INC,SYRUP,ORAL,Approved,21.12.2021,2021.0,Discontinued,yes,No,TRIS,Small molecule,,,,,,,,,,,No,FDA
15595,ANDA205432,EVEROLIMUS,EVEROLIMUS,BRECKENRIDGE,TABLET,ORAL,Approved,20.05.2021,2021.0,authorised,yes,No,Not Reported,Small molecule,Diseases of the genitourinary system; Diseases of the digestive system,<Organ Rejection>,<Organ Rejection>,,,,"1 INDICATIONS AND USAGE Everolimus is an mTOR inhibitor immunosuppressant indicated for the prophylaxis of organ rejection in adult patients: Kidney Transplant : at low-moderate immunologic risk. Use in combination with basiliximab, cyclosporine (reduced doses) and corticosteroids. ( 1.1 ) Liver Transplant : Administer no earlier than 30 days post-transplant. Use in combination with tacrolimus (reduced doses) and corticosteroids. ( 1.2 , 5.5 ) Limitations of Use ( 1.3 ) Safety and efficacy have not been established in the following: Kidney transplant patients at high immunologic risk ( 1.3 ) Recipients of transplanted organs other than kidney or liver ( 1.3 , 5.7 ) Pediatric patients (less than 18 years) ( 1.3 ) 1.1 Prophylaxis of Organ Rejection in Kidney Transplantation Everolimus is indicated for the prophylaxis of organ rejection in adult patients at low-moderate immunologic risk receiving a kidney transplant [see Clinical Studies (14.1 )]. Everolimus is to be administered in combination with basiliximab induction and concurrently with reduced doses of cyclosporine and with corticosteroids. Therapeutic drug monitoring (TDM) of everolimus and cyclosporine is recommended for all patients receiving these products [see Dosage and Administration (2.2 , 2.3 )] . 1.2 Prophylaxis of Organ Rejection in Liver Transplantation Everolimus is indicated for the prophylaxis of allograft rejection in adult patients receiving a liver transplant. Everolimus is to be administered no earlier than 30 days post-transplant concurrently in combination with reduced doses of tacrolimus and with corticosteroids [see Warnings and Precautions (5.5 ), Clini cal Studies (14.2 )]. TDM of everolimus and tacrolimus is recommended for all patients receiving these products [see Dosage and Administration (2.3 , 2.5 )]. 1.3 Limitations of Use The safety and efficacy of everolimus has not been established in the following populations Kidney transplant patients at high immunologic risk Recipients of transplanted organs other than kidney and liver [see Warnings and Precautions (5.7 )] Pediatric patients (less than 18 years).",,,,No,FDA
15596,ANDA205438,TRIFLURIDINE,TRIFLURIDINE,HIKMA,solution; drops,OPHTHALMIC,Approved,28.07.2017,2017.0,Discontinued,yes,No,Hikma,Small molecule,,,,,,,,,,,No,FDA
15597,ANDA205439,HYDROCHLOROTHIAZIDE; VALSARTAN,HYDROCHLOROTHIAZIDE,HUAREN PHARMACEUTICAL CO LTD,TABLET,ORAL,conditional marketing authorisation,06.09.2017,2017.0,None (conditional marketing authorisation),yes,No,HUAREN,Small molecule,,,,,,,,,,,No,FDA
15598,ANDA205441,TRI-MILI,ETHINYL ESTRADIOL,AUROBINDO PHARMA LTD,TABLET,oral,Approved,06.07.2016,2016.0,authorised,yes,No,Aurobindo,Small molecule,,,,,,,,,,,No,FDA
15599,ANDA205442,LINEZOLID,LINEZOLID,HOSPIRA,SOLUTION,INTRAVENOUS,Approved,07.07.2015,2015.0,Discontinued,yes,No,Hospira,Small molecule,,,,,,,,,,,No,FDA
15600,ANDA205443,FEBUXOSTAT,FEBUXOSTAT,ZYDUS LIFESCIENCES,TABLET,ORAL,Approved,09.01.2023,2023.0,authorised,yes,No,Zydus,Small molecule,,,,,,,,,,,No,FDA
15601,ANDA205444,OXCARBAZEPINE,OXCARBAZEPINE,ACTAVIS LABS FL INC,tablet,ORAL,conditional marketing authorisation,19.07.2018,2018.0,None (conditional marketing authorisation),yes,No,Actavis,Small molecule,,,,,,,,,,,No,FDA
15602,ANDA205446,MEMANTINE HYDROCHLORIDE,MEMANTINE HYDROCHLORIDE,APOZEAL PHARMS,SOLUTION,ORAL,Approved,07.12.2015,2015.0,Discontinued,yes,No,APOZEAL,Small molecule,,,,,,,,,,,No,FDA
15603,ANDA205447,BENDAMUSTINE HYDROCHLORIDE,BENDAMUSTINE HYDROCHLORIDE,BRECKENRIDGE,POWDER,INTRAVENOUS,Approved,14.02.2023,2023.0,Discontinued,yes,No,Breckenridge,Small molecule,,,,,,,,,,,No,FDA
15604,ANDA205448,ETODOLAC,ETODOLAC,IPCA LABS LTD,CAPSULE,ORAL,Approved,01.08.2024,2024.0,authorised,yes,No,IPCA,Small molecule,,,,,,,,,,,No,FDA
15605,ANDA205449,MILI,ETHINYL ESTRADIOL,AUROBINDO PHARMA LTD,TABLET,oral,Approved,07.07.2016,2016.0,authorised,yes,No,Aurobindo,Small molecule,Pregnancy and childbirth,Not Reported,Not Reported,,,,"1 INDICATIONS AND USAGE Mili is a combination of norgestimate, a progestin, and ethinyl estradiol, an estrogen, indicated for use by females of reproductive potential to prevent pregnancy. ( 1.1 ) 1.1 Oral Contraceptive Mili tablets are indicated for use by females of reproductive potential to prevent pregnancy [see Clinical Studies (14) ] .",,,,No,FDA
15606,ANDA205457,BUDESONIDE,BUDESONIDE,ACTAVIS LABS FL INC,tablet,ORAL,Approved,03.07.2018,2018.0,authorised,yes,No,Actavis,Small molecule,,,,,,,,,,,No,FDA
15607,ANDA205459,ADEFOVIR DIPIVOXIL,ADEFOVIR DIPIVOXIL,APOTEX,TABLET,ORAL,Approved,06.07.2018,2018.0,authorised,yes,No,Apotex,Small molecule,,,,,,,,,,,No,FDA
15608,ANDA205464,PYRIDOSTIGMINE BROMIDE,PYRIDOSTIGMINE BROMIDE,RISING,tablet,ORAL,Approved,15.08.2017,2017.0,authorised,yes,No,Not Reported,Small molecule,,,,,,,,,,,No,FDA
15609,ANDA205467,FEBUXOSTAT,FEBUXOSTAT,SUN PHARM,TABLET,ORAL,Approved,01.07.2019,2019.0,authorised,yes,No,Sun,Small molecule,,,,,,,,,,,No,FDA
15610,ANDA205468,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE,NOSTRUM LABS INC,tablet,ORAL,Approved,24.03.2017,2017.0,authorised,yes,No,Nostrum,Small molecule,,,,,,,,,,,No,FDA
15611,ANDA205469,ACYCLOVIR,ACYCLOVIR,TARO,OINTMENT,TOPICAL,Approved,21.12.2016,2016.0,authorised,yes,No,Taro,Small molecule,Infectious and parasitic diseases; Diseases of the skin,<Genital Herpes>; <Herpes Simplex>,<Genital Herpes>; <Herpes Simplex>,,,,INDICATIONS AND USAGE Acyclovir Ointment 5% is indicated in the management of initial genital herpes and in limited non-life-threatening mucocutaneous herpes simplex virus infections in immunocompromised patients.,,,,No,FDA
15612,ANDA205470,ACYCLOVIR,ACYCLOVIR,TARO,CREAM,TOPICAL,Approved,12.06.2024,2024.0,authorised,yes,No,Taro,Small molecule,,,,,,,,,,,No,FDA
15613,ANDA205473,ETHACRYNATE SODIUM,ETHACRYNATE SODIUM,ENDO OPERATIONS,INJECTABLE,INJECTION,Approved,29.07.2015,2015.0,authorised,yes,No,Endo,Small molecule,,,,,,,,,,,No,FDA
15614,ANDA205476,BENDAMUSTINE HYDROCHLORIDE,BENDAMUSTINE HYDROCHLORIDE,INNOPHARMA LICENSING,POWDER,intravenous,conditional marketing authorisation,15.06.2018,2018.0,None (conditional marketing authorisation),yes,No,INNOPHARMA,Small molecule,,,,,,,,,,,No,FDA
15615,ANDA205479,HYDROCODONE BITARTRATE AND ASPIRIN,ASPIRIN,LGM PHARMA,TABLET,ORAL,Approved,28.05.2021,2021.0,authorised,yes,No,LGM,Small molecule,,,,,,,,,,,No,FDA
15616,ANDA205480,,,WEST-WARD PHARMS INT,,,conditional marketing authorisation,22.11.2017,2017.0,,yes,No,West-Ward,,,,,,,,,,,,,FDA
15617,ANDA205482,OLMESARTAN MEDOXOMIL,OLMESARTAN MEDOXOMIL,JUBILANT GENERICS,TABLET,ORAL,Approved,24.04.2017,2017.0,authorised,yes,No,Jubilant,Small molecule,,,,,,,,,,,No,FDA
15618,ANDA205483,SOLIFENACIN SUCCINATE,SOLIFENACIN SUCCINATE,AJANTA PHARMA LTD,TABLET,ORAL,Approved,20.05.2019,2019.0,Discontinued,yes,No,Ajanta,Small molecule,,,,,,,,,,,No,FDA
15619,ANDA205484,SOLIFENACIN SUCCINATE,SOLIFENACIN SUCCINATE,JUBILANT GENERICS,TABLET,ORAL,Approved,02.10.2024,2024.0,authorised,yes,No,Jubilant,Small molecule,,,,,,,,,,,No,FDA
15620,ANDA205487,CARBOPLATIN,CARBOPLATIN,EUGIA PHARMA,INJECTABLE,INTRAVENOUS,Approved,28.03.2016,2016.0,authorised,yes,No,Eugia,Small molecule,,,,,,,,,,,No,FDA
15621,ANDA205490,CETIRIZINE HYDROCHLORIDE ALLERGY,CETIRIZINE HYDROCHLORIDE,PERRIGO R AND D,tablet,ORAL,Approved,02.09.2015,2015.0,authorised,yes,No,Perrigo,Small molecule,,,,,,,,,,,No,FDA
15622,ANDA205497,NAPROXEN SODIUM,NAPROXEN SODIUM,AUROBINDO PHARMA LTD,TABLET,ORAL,Approved,18.03.2016,2016.0,authorised,yes,No,Aurobindo,Small molecule,,,,,,,,,,,No,FDA
15623,ANDA205499,OLMESARTAN MEDOXOMIL,OLMESARTAN MEDOXOMIL,HETERO LABS LTD V,TABLET,ORAL,Approved,31.10.2024,2024.0,authorised,yes,No,HETERO,Small molecule,Diseases of the circulatory system,<Hypertension>,<Hypertension>,,,,"1 INDICATIONS AND USAGE Olmesartan medoxomil tablets are indicated for the treatment of hypertension in adults and children six years of age and older, to lower blood pressure. Lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. These benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes including the class to which this drug principally belongs. There are no controlled trials demonstrating risk reduction with olmesartan medoxomil tablets. Control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. Many patients will require more than one drug to achieve blood pressure goals. For specific advice on goals and management, see published guidelines, such as those of the National High Blood Pressure Education Program’s Joint National Committee on Prevention, Detection, Evaluation, and Treatment of High Blood Pressure (JNC). Numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. The largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly. Elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmHg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. Relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal. Some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). These considerations may guide selection of therapy. It may be used alone or in combination with other antihypertensive agents. Olmesartan medoxomil tablets are an angiotensin II receptor blocker (ARB) indicated for the treatment of hypertension in adult and pediatric patients six years of age and older, alone or with other antihypertensive agents, to lower blood pressure. Lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions (1).",,,,No,FDA
